Producers,Headquarters,Value chain,Website,Species,Production process,Industry (Applications),Industry subsector tags,Investors,Association focus,Founding year,Start-up/scale-up?,Total disclosed investments since 2020,Development stage
Intermas,Spain,Infrastructure & equipment,https://www.intermas.com/,,,,,,,,,$0,
International Phycological Society,USA,"Research,Multi-stakeholder platform",https://intphycsociety.org/National-Phycological-Societies,,,,,,Research platform,,,$0,
International Seaweed Association,USA,Multi-stakeholder platform,https://isaseaweed.org/,,,,,,Scientific association,,,$0,
International Society for Applied Phycology,Netherlands,Multi-stakeholder platform,https://www.appliedphycologysoc.org/,,,,,,Scientific association,,,$0,
Intertidal Seaweed Company,USA,Farming & harvesting,https://www.intertidalseaweed.com/,,Wild harvesting,Food,,,,,,$0,
Irish Seaweed Consultancy,Ireland,Consulting,https://irishseaweed.com/,,,,,,,,,$0,
Iro Alginate,China,Applications,https://www.iroalginate.com/,,,Hydrocolloids,Alginate,,,1995,,$0,
Ironbound Island Seaweed,USA,Farming & harvesting,http://www.ironboundisland.com/,"Palmaria sp.,Undaria Pinnatifida,Laminaria digitata,Laminaria longicruris,Porphyra umbilicalis",Wild harvesting,Food,Dried/raw seaweed,,,,,$0,
ISDA,Philippines,Consulting,https://isda-phil.com/,,,,,,,,,$0,
ISE Co (Umilog),Japan,Monitoring tech & software,https://www.ise-hp.com/products/umilog/,,,,,,,1985,checked,$0,Validation / Traction
Ise Masu Co.,Japan,Applications,https://isemasu.com/,,,Food,Dried/raw seaweed,,,,,$0,
isea,Iceland,"Farming & harvesting,Applications",https://www.isea.is/,Ascophyllum nodosum,,Plant & soil nutrition,,,,2016,checked,$0,Validation / Traction
Ishga,UK,Applications,https://uk.ishga.com/,Fucus serratus,,Personal care,,,,2013,checked,$0,Scale-up / Industrialisation
Island Seaweed,Ireland,Farming & harvesting,https://islandseaweed.com/ ,Palmaria palmata,Wild harvesting,Food,,,,,,$0,
Islander Kelp,UK,Farming & harvesting,https://islanderkelp.com/,"Saccharina latissima,Undaria sp.",Aquaculture,Food,,,,2015,,$0,
Isle of Mull Seaweed,UK,"Applications,Farming & harvesting",https://www.isleofmullseaweed.com/,,Wild harvesting,Food,,,,2019,,$0,
Isle of Skye Seaweeds Co.,UK,"Farming & harvesting,Applications",https://www.skyeseaweed.co.uk/,,Wild harvesting,Personal care,,,,2017,,$0,
Islensk Hollusta,Iceland,"Farming & harvesting,Applications",https://islenskhollusta.is/,"Saccharina latissima,Palmaria palmata,Laminaria hyperborea,Vertebrata lanosa",Wild harvesting,Food,,,,,,$0,
Íslenska Kalkþörungafélagið ehf. ,Iceland,Farming & harvesting,http://iskalk.is/,Lithothamnium calcareum,Wild harvesting,,,,,2001,,$0,
IsokomaNori,Japan,Applications,http://www.isokoma.co.jp/,,,Food,Dried/raw seaweed,,,,,$0,
Ito Shoten Co.,Japan,Applications,http://www.kaneshoito.co.jp/,,,Food,Dried/raw seaweed,,,,,$0,
IZALGUE,France,Applications,https://www.linkedin.com/company/izalgue/,,,Construction,,,,2023,,$0,
Japan Blue Carbon Project,Japan,Conservation & restoration,https://japan-bluecarbon.com/,,,,,,,,,$0,
Japan Kaiso Association,Japan,Multi-stakeholder platform,http://www.japan-seaweed-association.com/,,,,,,Producers association,,,$0,
Japan Kombu Association,Japan,Multi-stakeholder platform,https://kombu.or.jp/,,,,,,Producers association,,,$0,
Japan Spice Co.,Japan,Applications,https://japanspice.co.jp/,,,Food,Dried/raw seaweed,,,,,$0,
Japan Wakame Association,Japan,Multi-stakeholder platform,http://www.nippon-wakame.jp/list/index.html,,,,,,Producers association,,,$0,
Japi Foods,Vietnam,Applications,https://japifoods.vn/,,,"Food,Nutraceuticals",Snacks and seasoning,,,,,$0,
Jaringan Sumber Daya (JaSuDa),Indonesia,"Consulting,Distribution",https://www.jasuda.net/,,,Hydrocolloids,,,,,,$0,
Java Biocolloid,Indonesia,Applications,https://www.java-biocolloid.com/,,,Hydrocolloids,Agar,,,,,$0,
Jejudoda Global,South Korea,Applications,http://jdg.co.kr/,,,Food,,,,,,$0,
Jelita Makmur Abadi,Indonesia,Distribution,https://www.jmaindonesia.com/,,,,,,,,,$0,
Jens Møller Products,Denmark,Applications,https://caviart.com/,,,Food,Seafood substitute,,,2013,,$0,
Jiangsu Laver Association,China,Multi-stakeholder platform,http://www.jslaver.com/,,,,,,Producers association,,,$0,
"Jiangsu Ruida Ocean Food Co., Ltd",China,"Applications,Farming & harvesting",https://www.dfhr.com/company/912.htm,Porphyra sp.,Aquaculture,Food,Dried/raw seaweed,,,2005,,$0,
"Jiangsu Ruixue Ocean Technology Co., Ltd.",China,"Farming & harvesting,Applications,Infrastructure & equipment",http://yuhedao.com/EN/index.aspx,Porphyra yezoensis,,Food,"Dried/raw seaweed,Snacks and seasoning",,,2002,,$0,
"Jiangsu Xianzhiyuan Aquatic Food Co., Ltd",China,"Farming & harvesting,Applications",https://en.jsxzy.net/,Porphyra yezoensis,,Food,Dried/raw seaweed,,,2007,,$0,
"Jiangsu Zhongda Biotechnology Group Co., Ltd",China,"Applications,Farming & harvesting",http://www.zhongdaseaweed.com/home.html,Saccharina sp.,,"Food,Hydrocolloids",Alginate,,,1969,,$0,
Jinghai Group (Rongcheng Jinhaifeng Aquatic Food Co.),China,Applications,http://en.jinghaijituan.com/,Undaria sp.,Aquaculture,Food,,,,,,$0,
Jinjiang Wangyuan Food Co.,China,"Farming & harvesting,Applications",http://www.xn--4b0a00l.xn--fiqs8s/,Porphyra yezoensis,,Food,Dried/raw seaweed,,,2003,,$0,
JISA,Spain,Applications,https://www.fertilizantesyabonos.com/,Ascophyllum nodosum,,Plant & soil nutrition,,,,,,$0,
Jordà,Belgium,Applications,https://jorda.be/,,,Food,Snacks and seasoning,,,,checked,$0,Validation / Traction
JRS,Germany,Applications,https://www.jrs.de/,"Laminaria digitata,Laminaria hyperborea",,Hydrocolloids,Alginate,,,1962,checked,$0,Mature / Public
Jurassic Sea Farms,UK,Farming & harvesting,https://www.jurassicseafarms.co.uk/,"Laminaria digitata,Saccharina latissima","Aquaculture,IMTA",,,,,2014,,$0,
K-Food,South Korea,Applications,https://smartstore.naver.com/kfoood/,,,Food,"Snacks and seasoning,Dried/raw seaweed",,,,,$0,
Kachemak Bay Seaweed Hub / Regeneration North,USA,Processing,https://www.regenerationnorth.org/,,,,Whole-plant,,,,,$0,Research / product development
Kaginowa,Japan,"Farming & harvesting,Applications",https://kaginowa.com,Asparagopsis sp.,,Feed,Livestock methane reduction,,,2023,checked,$0,Research / product development
KaiHo Ocean Treasure,Australia,Farming & harvesting,http://oceantreasure.com.au/,Undaria sp.,Wild harvesting,Food,,,,,,$0,
Kaira Nordic,Sweden,Farming & harvesting,https://kairanordic.com/,Saccharina latissima,"Aquaculture,Wild harvesting",,,,,,,$0,
Kajima,Japan,"Farming & harvesting,Applications",https://www.kajima.co.jp/news/press/202401/9e1-j.htm,Asparagopsis sp.,,Feed,Livestock methane reduction,,,2023,checked,$0,Research / product development
Kaly Group,UK,"Farming & harvesting,Applications",https://kaly.eco/,,Aquaculture,Plant & soil nutrition,,"Scottish Enterprise,Tricapital Angels",,2022,checked,"$677,000",Pilot / Demonstration
Kaneryo Seaweed Co,Japan,Applications,https://www.kaneryo.co.jp/,,,Food,Dried/raw seaweed,,,,,$0,
Kaneu Foods Co.,Japan,Applications,https://www.kaneufoods.co.jp/,,,Food,Dried/raw seaweed,,,,,$0,
Kappa Carrageenan Nusantara,Indonesia,Applications,http://kcn-nusantara.com/,,,Hydrocolloids,Carrageenan,,,,,$0,
Karagen Indonesia,Indonesia,Applications,https://www.karagenindonesia.com/,,,Hydrocolloids,Carrageenan,,,,,$0,
Karma Beach Club,China,Applications,https://karmabeachclub.com/,,,Textiles,,,,2022,,$0,
Kattegat Seaweed,Denmark,Farming & harvesting,https://kattegatseaweed.wordpress.com/,,"Aquaculture,Offshore",,,,,2016,,$0,
Kauai Sea Farm,USA,Farming & harvesting,https://kauaiseafarm.com/,Gracilaria parvispora,"Aquaculture,Onshore,IMTA",Food,,,,,,$0,
Kawamura Co.,Japan,Applications,https://www.kawamura-2114.co.jp/,,,Food,Dried/raw seaweed,,,,,$0,
Kawashu,Japan,Applications,https://kawashu.com/,,,Food,Dried/raw seaweed,,,,,$0,
Kebula Raya Bestari,Indonesia,Farming & harvesting,https://kebulabestari.com/,,"Aquaculture,Nearshore",,,,,,,$0,
Kee Farms,Jamaica,"Farming & harvesting,Distribution",https://keefarms.com/,,Aquaculture,,,Seaworthy Collective,,2020,checked,$0,Research / product development
Keel Labs (prev. Algiknit),USA,Applications,https://www.keellabs.com/,,,Textiles,,"Horizons Ventures,SOSV / IndieBio,Fashion For Good,Collaborative Fund,H&M CO:LAB,Starlight Ventures,Third Nature Ventures",,2018,checked,"$15,400,000",Pilot / Demonstration
Keeptrack,Norway,Monitoring tech & software,https://keep-track.no/,,,,,,,2022,checked,$0,Validation / Traction
"Keihin Seaweed Co.,",Japan,Applications,https://keihin-kaisou.com/,,,Food,Dried/raw seaweed,,,,,$0,
Kelp Agri Products,Australia,"Farming & harvesting,Applications",http://kelpagriproducts.com.au/,,Wild harvesting,Plant & soil nutrition,,,,,,$0,
Kelp Ark,USA,"Conservation & restoration,Breeding & propagation",https://kelpark.org/,"Macrocystis pyrifera,Nereocystis luetkeana,Laminaria farlowii,Alaria marginata",,,,,,,,$0,
Kelp Blue,Netherlands,"Farming & harvesting,Processing,Applications",https://www.kelp.blue/,Macrocystis pyrifera,"Aquaculture,Offshore","Plant & soil nutrition,Hydrocolloids","Biorefinery,Alginate","Namibia Infrastructure Development and Investment Fund,Eos Capital,De Beers,Bright Tide Ocean/Blue Carbon Accelerator",,2020,checked,"$7,000,000",Validation / Traction
Kelp Conservation Initiative,UK,Conservation & restoration,https://www.kelpconservation.org/,,,,,,,,,$0,
Kelp Ecosystem Ecology Network,,Multi-stakeholder platform,https://www.kelpecosystems.org/,,,,,,Scientific association,,,$0,
Kelp Forest Alliance,Australia,"Multi-stakeholder platform,Conservation & restoration",https://kelpforestalliance.com,,,,,,Research platform,,,$0,
Kelp Forest Foundation,Netherlands,"Research,Conservation & restoration",https://www.kelpforestfoundation.org/,,,,,,,,,$0,
Kelp Industries,Australia,"Farming & harvesting,Applications",https://www.kelpind.com.au/,Durvillaea potatorum,Wild harvesting,Plant & soil nutrition,,,,,,$0,
Kelp Island / Seabrick,Canada,Applications,http://kelpisland.com/,,,Construction,,"Third Derivative,Ocean Startup Challenge",,2022,checked,$0,Research / product development
Kelpak ( Kelp Products International),South Africa,"Farming & harvesting,Applications",https://www.kelpak.com/,Ecklonia maxima,Wild harvesting,Plant & soil nutrition,,,,,,$0,
KelpCrofters,UK,"Farming & harvesting,Applications",https://kelpcrofters.com/,,"Aquaculture,IMTA",Plant & soil nutrition,,,,2020,,$0,
KelpHelpers,New Zealand,Conservation & restoration,https://kelphelpers.org/,,,,,,,2024,,$0,
Kelpi,UK,Applications,https://www.kelpi.net/,,,Bioplastics / biomaterials,,"Bristol Private Equity Club (BPEC),Science Creates Ventures,Green Angel Syndicate,Blackfinch Ventures,Evenlode Foundation,Kadmos Capital,Nurture Brands,One Planet Capital,QantX,South West Investment Fund,V&A Investments",,2020,checked,"$9,633,408",Pilot / Demonstration
Kelpinor,Norway,Farming & harvesting,https://www.kelpinor.no/,"Saccharina latissima,Alaria esculenta",Aquaculture,,,,,2022,checked,$0,Validation / Traction
Kelpman Ocean Blends,Ireland,Applications,https://kelpmanoceanblends.com/,,,Nutraceuticals,,,,2020,checked,$0,Validation / Traction
Kelpomix,Australia,"Farming & harvesting,Applications",https://kelpomixtasmania.com.au/,Durvillaea potatorum,Wild harvesting,Plant & soil nutrition,,,,,,$0,
Kelpring,UK,Infrastructure & equipment,https://www.kelpring.com/,,,,,,,2019,checked,$0,Validation / Traction
Kelpy,Australia,Applications,https://www.kelpy.co/,,,Bioplastics / biomaterials,,"EIT Climate-KIC,100+ Accelerator",,2021,checked,$0,Research / product development
Kelpy Canada,Canada,Applications,https://kelpy.ca/,,,Plant & soil nutrition,,,,2021,,$0,
Kelson,USA,"Consulting,Infrastructure & equipment",https://www.kelsonmarine.com/,,,,,,,,,$0,
Kibuyuni Seaweed Farmers,Kenya,Farming & harvesting,,,,,,,,,,$0,
Kieler Meeresfarm,Germany,Farming & harvesting,https://www.kieler-meeresfarm.de/,Saccharina latissima,Aquaculture,,,,,2014,,$0,
Kikkoman Biochemifa,Japan,Applications,https://biochemifa.kikkoman.com/e/company/enkaku/,,,Hydrocolloids,Alginate,,,,,$0,
Kimica,Japan,"Applications,Farming & harvesting",https://www.kimica-algin.com/,,,Hydrocolloids,Alginate,,,,,$0,
Kimura Nori,Japan,Applications,https://www.kimuranori.co.jp/,,,Food,Dried/raw seaweed,,,,,$0,
Kinanomics,New Zealand,Conservation & restoration,https://envirostrat.co.nz/2023/07/21/kinanomics-leading-the-way-for-a-new-delicacy-to-export/,,,,Urchin removal,,,2023,checked,$0,Research / product development
King Tide Carbon,UK,"Applications,Farming & harvesting",https://www.kingtidecarbon.com/,,Aquaculture,Carbon sequestration,,Cellular Goods,,,,"$730,000",
"King-Hope Co, Ltd",China,Applications,http://www.lygzdhz.com/,,,Hydrocolloids,Alginate,,,2002,,$0,
Kitamura Bussan Co.,Japan,Applications,https://www.hijiki.jp/,,,Food,Dried/raw seaweed,,,,,$0,
KiwiWakame,New Zealand,"Farming & harvesting,Applications",https://kiwiwakame.com/,"Undaria Pinnatifida,Macrocystis pyrifera",Wild harvesting,Food,,,,,,$0,
Koasa,Japan,"Farming & harvesting,Applications",http://www.koasa.com.cn/en/index.asp,,,Food,Dried/raw seaweed,,,,,$0,
Koastal,Sweden,Farming & harvesting,https://www.koastal.se/,,Aquaculture,,,,,2022,checked,$0,Validation / Traction
Kobayashi Nori,Japan,Applications,https://www.kobayashinori.co.jp/,,,Food,Dried/raw seaweed,,,,,$0,
Kobb (prev. Bohus SeaCulture),Sweden,Farming & harvesting,https://kobb.nu/,Saccharina latissima,Aquaculture,Food,,Colunt Mare,,2017,checked,$0,Validation / Traction
Kodiak Island Sustainable Seaweed,USA,Farming & harvesting,https://www.facebook.com/p/Kodiak-island-sustainable-seaweed-100063488138662/,Eualaria fistulosa,"Aquaculture,Nearshore",,,,,,,$0,
Kollofken,Chile,Farming & harvesting,https://kollofken.cl/,Durvillaea antarctica,Wild harvesting,Food,Snacks and seasoning,,,2016,,$0,
Koltiva (SeaweedTrace),Indonesia,Monitoring tech & software,https://www.koltiva.com/koltitrace,,,,,,,,,$0,
Kona Carbon (C-Minus Carbon),USA,Applications,https://www.linkedin.com/in/christoph-mack-670420/,Sargassum sp.,,HABs,Biochar / hydrochar,,,2023,checked,$0,Research / product development
Konbumori Fisheries Cooperative,Japan,Farming & harvesting,http://www.konbumori.or.jp/,Saccharina japonica,Nearshore,,,,,,,$0,
Koppert Cress,Netherlands,Farming & harvesting,https://www.koppertcress.com/en/products/codium-blue,Codium sp.,"Aquaculture,Onshore",Food,,,,,,$0,
Korea Karagen,South Korea,Applications,http://www.kocara.com/,,,Hydrocolloids,"Agar,Carrageenan",,,,,$0,
Korea Ocean Bio Cluster,South Korea,Applications,http://www.biocluster.co.kr/,,,"Nutraceuticals,Pharmaceuticals",Fucoidans,,,,,$0,
Korean Society of Phycology,South Korea,"Research,Multi-stakeholder platform",https://www.algae.or.kr/,,,,,,Scientific association,,,$0,
Koru and Kelp,USA,Consulting,https://koruandkelp.squarespace.com/,,,,,,,,,$0,
Kospermindo,Indonesia,Farming & harvesting,https://kospermindo.id/,,Aquaculture,Hydrocolloids,,,,,,$0,
Kove Ocean Foods,Canada,Applications,https://koveocean.com/,,,Food,Snacks and seasoning,,,2023,checked,$0,Validation / Traction
Kozen,Japan,Applications,https://kozen.co.jp/,,,Food,Dried/raw seaweed,,,,,$0,
KRIBHCO (Savarika w Pushpa J Shah),India,Applications,https://www.kribhco.net/,,,Plant & soil nutrition,,,,,,$0,
Kuaʻāina Ulu ‘Auamo Limu Hui,USA,Conservation & restoration,http://kuahawaii.org/limu-hui/,,,,,,,,,$0,
Kumagai,Japan,Applications,https://yama11.com/,,,Food,Dried/raw seaweed,,,,,$0,
Kuraray,Japan,Infrastructure & equipment,https://www.kuraray.com/,,,,,,,,,$0,
Kwang Chun Kim Food,South Korea,Applications,http://www.xn--hc0bmw93yx0s.kr/,,,Food,"Snacks and seasoning,Dried/raw seaweed",,,,,$0,
Kwangcheon Kim,South Korea,Applications,http://www.kckim.com/,,,Food,"Snacks and seasoning,Dried/raw seaweed",,,,,$0,
Kwangcheonwoorigim,South Korea,Applications,http://kcwoori.com/,,,Food,,,,,,$0,
KZO Sea Farms (zombie),USA,Infrastructure & equipment,https://www.kzoseafarms.com/,,,,,,,2021,checked,$0,Failed / Zombie
L'Alga,Netherlands,Applications,https://lalga.com/,,,Personal care,,,,,,$0,
La Huerta Marina,Spain,Farming & harvesting,https://www.gourmets.net/salon-gourmets/2019/catalogo-expositores/la-huerta-marina,"Gracilaria sp.,Ulva sp.",Aquaculture,Food,,,,,,$0,
La Mer,Canada,Applications,https://www.cremedelamer.com/,,,Personal care,,,,,,$0,
Labiomer,France,Applications,https://www.labiomer.com/,,,Personal care,,,,,,$0,
Læsøe Tang / Tofteladen,Denmark,Farming & harvesting,https://laesoetang.dk/,,Wild harvesting,,,,,,,$0,
Lauta Carrageenans,China,Applications,https://carrageenans.com/,,,Hydrocolloids,Carrageenan,,,,,$0,
Lava Seaweed,Iceland,Farming & harvesting,https://lavaseaweed.is/,,Onshore,Feed,Livestock methane reduction,,,2023,checked,$0,Research / product development
Le Floch Depollution,France,"Infrastructure & equipment,Farming & harvesting",https://www.leflochdepollution.com/activites/depollution-maritime/sargasses,Sargassum sp.,Wild harvesting,,,,,,,$0,
Ledo Biashara,Tanzania,Farming & harvesting,,"Kappaphycus alvarezii,Eucheuma denticulatum",Aquaculture,,,,,,,$0,
Lehvoss,Germany,Applications,https://www.lehvoss-nutrition.com/ingredients/trade-marked-ingredients/293-puresea%C2%AE-gold-standard-organic-seaweed.html,,,Nutraceuticals,,,,,,$0,
Leili,China,Applications,http://www.leili.com/,Sargassum sp.,,Plant & soil nutrition,,,,1993,,$0,
Lessonia,France,Applications,https://www.lessonia.com/,"Undaria sp.,Palmaria palmata,Ascophyllum nodosum",,Personal care,,,,2002,checked,$0,Scale-up / Industrialisation
"Lianyungang Fengyun Seaweed Manufacturer Co., Ltd",China,Applications,http://www.alginatefactory.com/,,,Hydrocolloids,Alginate,,,2012,,$0,
"Lianyungang Shenxian Laver Co., Ltd.",China,"Farming & harvesting,Applications",http://www.zicai.com/,Porphyra yezoensis,,Food,,,,1992,,$0,
"Lianyungang Tiantian Seaweed Industry Co., Ltd",China,Applications,http://www.lygtthz.com/,,,"Plant & soil nutrition,Hydrocolloids,Feed","Alginate,Fucoidans",,,2005,,$0,
"LiDao Oceanic Technology Co., Ltd. ",China,"Farming & harvesting,Applications",https://www.bloomberg.com/profile/company/0476767D:CH,,"Aquaculture,Nearshore",Food,,,,1956,,$0,
Lilv Group / Jinjiang Force Green Food Co.,China,"Farming & harvesting,Applications",https://m.forcegreenfood.com/,Porphyra yezoensis,"Aquaculture,Nearshore",Food,Dried/raw seaweed,,,2002,,$0,
Limu Hui (Kua'aina Ulu 'Auamo),USA,Multi-stakeholder platform,https://www.linkedin.com/company/kua-aina-ulu-auamo/,,,,,,Improving farmers' lives,,,$0,
Litholife,Brazil,Farming & harvesting,https://www.litholife.com.br/,Lithothamnium sp.,Wild harvesting,,,,,,,$0,
Little Samphire Island,Ireland,Farming & harvesting,https://www.littlesamphireisland.com/,"Fucus vesiculosus,Palmaria palmata,Chondrus crispus,Laminaria digitata,Ascophyllum nodosum,Alaria esculenta","Wild harvesting,Aquaculture",,,,,,,$0,
Living Seas Aquafeeds,Indonesia,Applications,https://www.livingseasaquafeeds.com/,,,Feed,Aquafeed,Hatch,,2020,checked,$0,Research / product development
Lofoten Blue Harvest AS,Norway,Farming & harvesting,https://www.lofotenblueharvest.com/en/,"Alaria marginata,Saccharina latissima",Aquaculture,,,,,,,$0,
Lofoten Seaweed,Norway,Farming & harvesting,https://lofotenseaweed.no/,"Alaria esculenta,Laminaria digitata,Porphyra umbilicalis,Vertebrata lanosa,Palmaria palmata,Saccharina latissima",Wild harvesting,Food,,,,2016,checked,$0,Validation / Traction
